human_ensembl_gene_id,mouse_accession,mouse_ensembl_gene_id,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_rna,Mmus_C57-6J_LVR_FLT_C_Rep5_M30_prot
ENSG00000003393,Q920R0,ENSMUSG00000026024,1088.57144839354,-1.2565142895042416
ENSG00000003393,Q920R0,ENSMUSG00000026024,1088.57144839354,-1.2565142895042416
ENSG00000010256,Q9CZ13,ENSMUSG00000025651,4174.05112745551,1.6610245050695047
ENSG00000010256,Q9CZ13,ENSMUSG00000025651,4174.05112745551,1.6610245050695047
ENSG00000021826,Q8C196,ENSMUSG00000025991,43107.4450883047,3.827939876771385
ENSG00000021826,Q8C196,ENSMUSG00000025991,43107.4450883047,3.827939876771385
ENSG00000023228,Q91VD9,ENSMUSG00000025968,1646.44847064402,0.29009453579835887
ENSG00000023228,Q91VD9,ENSMUSG00000025968,1646.44847064402,0.29009453579835887
ENSG00000048162,Q9CPT5,ENSMUSG00000025869,371.067172411003,0.050312135502210836
ENSG00000055044,Q6DFW4,ENSMUSG00000026020,431.980640304241,-0.8634284287861981
ENSG00000055044,Q6DFW4,ENSMUSG00000026020,431.980640304241,-0.8634284287861981
ENSG00000064012,O89110,ENSMUSG00000026029,388.007559400497,
ENSG00000064012,O89110,ENSMUSG00000026029,388.007559400497,
ENSG00000072135,Q61152,ENSMUSG00000026126,64.5646887681819,0.9561179074934613
ENSG00000074582,Q9CZP5,ENSMUSG00000026172,241.491357487654,
ENSG00000074582,Q9CZP5,ENSMUSG00000026172,241.491357487654,
ENSG00000075914,Q9D0M0,ENSMUSG00000025785,463.596206364685,-0.12147788253825807
ENSG00000079739,Q9D0F9,ENSMUSG00000025791,2756.54626148359,1.1349924182201891
ENSG00000079739,Q9D0F9,ENSMUSG00000025791,2756.54626148359,1.1349924182201891
ENSG00000084754,Q8BMS1,ENSMUSG00000025745,4444.8005021525,1.5231286503712798
ENSG00000084754,Q8BMS1,ENSMUSG00000025745,4444.8005021525,1.5231286503712798
ENSG00000103269,Q8VC82,ENSMUSG00000025735,191.113569205221,
ENSG00000175866,Q8BKX1,ENSMUSG00000025372,1594.25751152009,-0.5421860799559701
ENSG00000175866,Q8BKX1,ENSMUSG00000025372,1594.25751152009,-0.5421860799559701
ENSG00000182199,Q9CZN7,ENSMUSG00000025403,4884.32445090963,0.6542815577514485
ENSG00000182199,Q9CZN7,ENSMUSG00000025403,4884.32445090963,0.6542815577514485
ENSG00000182208,Q8VI63,ENSMUSG00000025147,285.743247400142,-0.40418881810242724
ENSG00000185624,P09103,ENSMUSG00000025130,27473.1934257708,1.9961926363672335
ENSG00000185624,P09103,ENSMUSG00000025130,27473.1934257708,1.9961926363672335
ENSG00000185664,Q60696,ENSMUSG00000025359,5.23670113277315,0.575094369010291
ENSG00000185813,Q922E4,ENSMUSG00000025137,20682.5860117285,-0.08379850292158188
ENSG00000185813,Q922E4,ENSMUSG00000025137,20682.5860117285,-0.08379850292158188
ENSG00000187531,Q8BKJ9,ENSMUSG00000025138,1361.95776313113,0.4200833524001464
ENSG00000189221,Q64133,ENSMUSG00000025037,191.830467539037,-0.09414343318808457
ENSG00000189221,Q64133,ENSMUSG00000025037,191.830467539037,-0.09414343318808457
ENSG00000196865,Q8BZW8,ENSMUSG00000025078,437.14218678966,0.09356405651090648
ENSG00000196865,Q8BZW8,ENSMUSG00000025078,437.14218678966,0.09356405651090648
ENSG00000197142,Q8JZR0,ENSMUSG00000024981,8702.86198771482,1.6679217801160993
ENSG00000197142,Q8JZR0,ENSMUSG00000024981,8702.86198771482,1.6679217801160993
ENSG00000197728,P62855,ENSMUSG00000025362,4535.85517058857,0.9025650182247766
ENSG00000197728,P62855,ENSMUSG00000025362,4535.85517058857,0.9025650182247766
ENSG00000198682,O88428,ENSMUSG00000024899,5494.34793047745,1.485142325797657
ENSG00000198682,O88428,ENSMUSG00000024899,5494.34793047745,1.485142325797657
ENSG00000198814,Q64516,ENSMUSG00000025059,2287.57146612669,-2.0258575507257803
ENSG00000198814,Q64516,ENSMUSG00000025059,2287.57146612669,-2.0258575507257803
ENSG00000229894,Q64516,ENSMUSG00000025059,2287.57146612669,-2.0258575507257803
ENSG00000229894,Q64516,ENSMUSG00000025059,2287.57146612669,-2.0258575507257803
ENSG00000211456,Q9EP69,ENSMUSG00000025240,920.862940712366,0.655374728006582
ENSG00000211456,Q9EP69,ENSMUSG00000025240,920.862940712366,0.655374728006582
ENSG00000213614,P29416,ENSMUSG00000025232,676.589281434051,-0.053303320829668745
ENSG00000213614,P29416,ENSMUSG00000025232,676.589281434051,-0.053303320829668745
ENSG00000241935,Q9DCU9,ENSMUSG00000025176,2895.45560417683,0.3778816104521863
ENSG00000241935,Q9DCU9,ENSMUSG00000025176,2895.45560417683,0.3778816104521863
ENSG00000257727,Q9QXT0,ENSMUSG00000025381,2099.43882954107,0.06309387972179385
ENSG00000257727,Q9QXT0,ENSMUSG00000025381,2099.43882954107,0.06309387972179385
ENSG00000115459,Q91YP6,ENSMUSG00000056698,546.98475362435,0.6575579982919608
ENSG00000115525,O88829,ENSMUSG00000056091,3203.69611602134,
ENSG00000115525,O88829,ENSMUSG00000056091,3203.69611602134,
ENSG00000116663,Q9QZN4,ENSMUSG00000055401,887.178344181674,0.21285663022602916
ENSG00000116663,Q9QZN4,ENSMUSG00000055401,887.178344181674,0.21285663022602916
ENSG00000130402,P57780,ENSMUSG00000054808,2840.34507338151,0.6377597981469121
ENSG00000130402,P57780,ENSMUSG00000054808,2840.34507338151,0.6377597981469121
ENSG00000131943,Q8WUR0,ENSMUSG00000054676,3398.02909639468,-0.24715423805254386
ENSG00000131943,Q8WUR0,ENSMUSG00000054676,3398.02909639468,-0.24715423805254386
ENSG00000133020,P13542,ENSMUSG00000055775,1.16360261222181,-1.6089332779569452
ENSG00000133020,P13542,ENSMUSG00000055775,1.16360261222181,-1.6089332779569452
ENSG00000133818,P62071,ENSMUSG00000055723,223.336182499275,-0.31295724296259014
ENSG00000133818,P62071,ENSMUSG00000055723,223.336182499275,-0.31295724296259014
ENSG00000137845,O35598,ENSMUSG00000054693,310.080552577312,-0.5210154283536604
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O88451,ENSMUSG00000040134,24900.5212013687,1.7872225181742873
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000139547,O54909,ENSMUSG00000069456,3529.2131039037,-0.17814794581250445
ENSG00000159596,Q3KQJ0,ENSMUSG00000055900,179.23209712766,-1.6555741370689248
ENSG00000163220,P31725,ENSMUSG00000056071,191.179337942005,-1.332133097119342
ENSG00000163220,P31725,ENSMUSG00000056071,191.179337942005,-1.332133097119342
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,109.638339637694,-1.0458307010600867
ENSG00000135540,Q8CAF4,ENSMUSG00000039835,109.638339637694,-1.0458307010600867
ENSG00000136881,Q91X34,ENSMUSG00000039653,5490.48225651984,0.21604641605078476
ENSG00000136881,Q91X34,ENSMUSG00000039653,5490.48225651984,0.21604641605078476
ENSG00000137944,Q71RI9,ENSMUSG00000040213,3741.36241040912,-0.24478699664699907
ENSG00000137944,Q71RI9,ENSMUSG00000040213,3741.36241040912,-0.24478699664699907
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,2980.34128965171,0.14546577153592793
ENSG00000140990,Q9DCS9,ENSMUSG00000040048,2980.34128965171,0.14546577153592793
ENSG00000145041,Q80TR8,ENSMUSG00000040325,720.203462977281,-2.0368047296703837
ENSG00000147586,Q9CY16,ENSMUSG00000040269,515.862236244395,0.4386527141067417
ENSG00000147586,Q9CY16,ENSMUSG00000040269,515.862236244395,0.4386527141067417
ENSG00000148965,P31532,ENSMUSG00000040017,4768.52992817325,
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,4993.38644554276,1.1357163337924592
ENSG00000153187,Q8VEK3,ENSMUSG00000039630,4993.38644554276,1.1357163337924592
ENSG00000153956,O08532,ENSMUSG00000040118,32.7410916146719,0.7335508211209695
ENSG00000162654,Q61107,ENSMUSG00000028268,718.672763260943,-1.3442147181031308
ENSG00000162654,Q61107,ENSMUSG00000028268,718.672763260943,-1.3442147181031308
ENSG00000162654,Q61107,ENSMUSG00000028268,718.672763260943,-1.3442147181031308
ENSG00000162654,Q61107,ENSMUSG00000028268,718.672763260943,-1.3442147181031308
ENSG00000163565,Q8BV49,ENSMUSG00000043263,87.2957286652203,-1.9417947724779352
ENSG00000163565,Q8BV49,ENSMUSG00000043263,87.2957286652203,-1.9417947724779352
ENSG00000163565,Q8BV49,ENSMUSG00000043263,87.2957286652203,-1.9417947724779352
ENSG00000163565,Q8BV49,ENSMUSG00000043263,87.2957286652203,-1.9417947724779352
ENSG00000163565,Q8BV49,ENSMUSG00000043263,87.2957286652203,-1.9417947724779352
ENSG00000163565,Q8BV49,ENSMUSG00000043263,87.2957286652203,-1.9417947724779352
ENSG00000165325,Q7M6Y5,ENSMUSG00000039977,1.17339556906529,-1.0225591501377
ENSG00000166986,Q68FL6,ENSMUSG00000040354,1174.62977732896,0.5333880213852756
ENSG00000166986,Q68FL6,ENSMUSG00000040354,1174.62977732896,0.5333880213852756
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,100.974671484204,0.570402749030424
ENSG00000168140,Q9CZT5,ENSMUSG00000039646,100.974671484204,0.570402749030424
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,3336.21223567845,0.0793242948593353
ENSG00000171097,Q8BTY1,ENSMUSG00000039648,3336.21223567845,0.0793242948593353
ENSG00000112339,Q69ZS7,ENSMUSG00000019977,1468.42679474537,
ENSG00000112357,P97865,ENSMUSG00000020003,1377.50104329195,-0.4455848586515942
ENSG00000112357,P97865,ENSMUSG00000020003,1377.50104329195,-0.4455848586515942
ENSG00000112394,Q3U9N9,ENSMUSG00000019838,2453.46080658868,0.46981357100365345
ENSG00000112769,P97927,ENSMUSG00000019846,49.6537019155282,-1.4929753212738477
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,502.948861698681,0.4333772933786492
ENSG00000113643,Q9D0I9,ENSMUSG00000018848,502.948861698681,0.4333772933786492
ENSG00000114841,E9Q8T7,ENSMUSG00000019027,6.4694647019456,-0.18936907181518442
ENSG00000115956,Q9JHK5,ENSMUSG00000020120,66.2494344046974,-1.400187034039726
ENSG00000118520,Q61176,ENSMUSG00000019987,27055.7635081893,1.7995729090037162
ENSG00000118520,Q61176,ENSMUSG00000019987,27055.7635081893,1.7995729090037162
ENSG00000120265,P23506,ENSMUSG00000019795,684.75434837535,0.4280778933830427
ENSG00000120265,P23506,ENSMUSG00000019795,684.75434837535,0.4280778933830427
ENSG00000120860,Q9CR27,ENSMUSG00000020056,430.18811067908,-0.6779803108401281
ENSG00000120860,Q9CR27,ENSMUSG00000020056,430.18811067908,-0.6779803108401281
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,750.27185100838,-1.712456930202658
ENSG00000121749,Q9CXF4,ENSMUSG00000020130,750.27185100838,-1.712456930202658
ENSG00000122884,Q60715,ENSMUSG00000019916,196.506850832786,0.003483913434154375
ENSG00000122884,Q60715,ENSMUSG00000019916,196.506850832786,0.003483913434154375
ENSG00000122958,P40336,ENSMUSG00000020078,777.392586041246,0.11460281072913414
ENSG00000122958,P40336,ENSMUSG00000020078,777.392586041246,0.11460281072913414
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,646.189220744432,0.06309387972179385
ENSG00000126790,Q9CXA2,ENSMUSG00000019718,646.189220744432,0.06309387972179385
ENSG00000130349,Q9CQF4,ENSMUSG00000019797,489.98387940524,
ENSG00000130479,Q8C052,ENSMUSG00000019261,129.042743800708,
ENSG00000131100,P50518,ENSMUSG00000019210,1515.96203776697,0.7806123426916649
ENSG00000131100,P50518,ENSMUSG00000019210,1515.96203776697,0.7806123426916649
ENSG00000131471,O70423,ENSMUSG00000019326,5.07910872151155,-1.9317006315718868
ENSG00000131471,O70423,ENSMUSG00000019326,5.07910872151155,-1.9317006315718868
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,3603.02370918451,1.0169738110686661
ENSG00000133488,Q8R0F9,ENSMUSG00000019368,3603.02370918451,1.0169738110686661
ENSG00000133773,Q8R2N0,ENSMUSG00000019897,340.99087537206,1.4552675817196679
ENSG00000135587,O70572,ENSMUSG00000019822,646.663223475776,-0.6952527155208784
ENSG00000135597,O54916,ENSMUSG00000019854,502.153874637996,
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,636.416975036023,0.24747327819465728
ENSG00000135655,Q8R5H1,ENSMUSG00000020124,636.416975036023,0.24747327819465728
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,132.425060130118,-1.3749781385904036
ENSG00000137486,Q8BWG8,ENSMUSG00000018909,132.425060130118,-1.3749781385904036
